Nombre,URL,Categoría,Subcategoría,Dirección,Tlf Fijo,Tlf Móvil,Mail,Mail Genérico,Mail Dominio,Web,Certificado,WordPress,Versión WP,Cuerpo Mail Hecho,Puntuación,Cuerpo Mail,Localidad
CANEM,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/canem-3,moda y complementos,moda y complementos en general,-1,964538004,-1,-1,-1,-1,www.canem.es,-1,-1,-1,-1,-1,-1,Vila-real
SILVIA LENCERIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/silvia-lenceria-2,moda y complementos,lenceria,-1,964524591,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MERCERIA FIL D'OR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/merceria-fil-or-2,moda y complementos,merceria,-1,964531119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MODAS ADA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/modas-ada,moda y complementos,moda y complementos en general,-1,964520936,-1,-1,-1,-1,www.modasada.com,-1,-1,-1,-1,-1,-1,Vila-real
CORNER,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/corner,moda y complementos,moda y complementos en general,-1,964536065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
LUGANO SHOES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/lugano-shoes,moda y complementos,"zapatos, bolsos y complementos",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
DAMAS CALZADO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/damas-calzado,moda y complementos,"zapatos, bolsos y complementos",-1,964538137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MODAS CRIS MARC C13,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/modas-cris-marc-c13,moda y complementos,moda y complementos en general,-1,964521364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
DOLORES JUAN CORTES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/dolores-juan-cortes,moda y complementos,moda y complementos en general,-1,964532769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
SEDA I COTO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/seda-i-coto,moda y complementos,moda y complementos en general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
NATUR-NET,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/naturnet,moda y complementos,moda y complementos en general,-1,964836042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
JUANJO MODAS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/juanjo-modas,moda y complementos,moda y complementos en general,-1,964533786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TALLER DE LAS LABORES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/taller-labores,moda y complementos,moda y complementos en general,-1,964838198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
NADONS SL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/nadons-sl-2,moda y complementos,moda infantil y puericultura,-1,964500282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
ARACELI TIRADO GIL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/araceli-tirado-gil,moda y complementos,moda y complementos en general,-1,964524450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MERCERIA LLENSERIA MATILDE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/merceria-llenseria-matilde-2,moda y complementos,merceria,-1,964052739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TOT TELES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tot-teles,moda y complementos,moda y complementos en general,-1,964527699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CALZADOS AMABEL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/calzados-amabel-2,moda y complementos,"zapatos, bolsos y complementos",-1,964335881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MERCERIA PILAR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/merceria-pilar,moda y complementos,merceria,-1,964525479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MODA INFANTI MENUTS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/moda-infanti-menuts-2,moda y complementos,moda infantil y puericultura,-1,964527064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PASARELA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/pasarela,moda y complementos,moda y complementos en general,-1,964538745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
VIT SEC,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/vit-sec,servicios,tintorerias,-1,964636517,-1,-1,-1,-1,www.vitsec.com/,-1,-1,-1,-1,-1,-1,Vila-real
COPITOS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/copitos,moda y complementos,moda y complementos en general,-1,964835683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MELMAN KIDS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/melman-kids-2,moda y complementos,moda y complementos en general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CONFECCIONES BENLLOCH,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/confecciones-benlloch-2,moda y complementos,moda y complementos en general,-1,964521259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
DEKADA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/dekada-2,moda y complementos,moda y complementos en general,-1,964537457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MON'S,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/mons-2,moda y complementos,moda y complementos en general,-1,964522207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
BOLSOS ISERTE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/bolsos-iserte-2,moda y complementos,"zapatos, bolsos y complementos",-1,964536152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
VEDI,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/vedi-2,moda y complementos,moda y complementos en general,-1,964521951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CHELO MODAS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/chelo-modas-2,moda y complementos,moda y complementos en general,-1,964536994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
EXACTE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/exacte-2,moda y complementos,moda y complementos en general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TINTORERIA ECOLOGICA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tintoreria-ecologica,servicios,tintorerias,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PICMAR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/picmar-2,moda y complementos,moda y complementos en general,-1,964531446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TEXAS MUJER,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/texas-mujer-2,moda y complementos,moda y complementos en general,-1,964537450,-1,-1,-1,-1,www.texasjeans.es,-1,-1,-1,-1,-1,-1,Vila-real
COSITS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/cosits-2,moda y complementos,moda y complementos en general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
CORTINAJES XELO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/cortinajes-xelo-2,hogar y decoracion,hogar y decoracion en general,-1,964530087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
DAKOTA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/dakota-2,moda y complementos,"zapatos, bolsos y complementos",-1,964520647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PACO'S CALZADOS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/pacos-calzados-2,moda y complementos,"zapatos, bolsos y complementos",-1,964532773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
GREOR ALTA MODA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/greor-alta-moda-2,moda y complementos,moda y complementos en general,-1,964520072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PAQUETERIA GLORIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/paqueteria-gloria,moda y complementos,merceria,-1,964533007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
IMPRENTA LLORENS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/imprenta-llorens-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964535683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
LLIBRES I GRACIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/llibres-i-gracia-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964837036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PAPELERIA CARMEN,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-carmen-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964524967,-1,-1,-1,-1,www.libreriacarmen.com/,-1,-1,-1,-1,-1,-1,Vila-real
MADOVA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/madona-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964527984,-1,-1,-1,-1,www.imprentamadova.com/,-1,-1,-1,-1,-1,-1,Vila-real
PAPERERIA LLIBRERIA IMA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/papereria-llibreria-ima-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964535076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
LLIBRERIA AUSIAS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/llibreria-ausias-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964533673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
KIOSKO PILAR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/kiosko-pilar-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964527612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
LLIBRERIA ESCULTOR FUSTER,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/llibreria-escultor-fuster-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964520769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
KIOSKO PENAGOLOSA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/kiosko-penagolosa-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PAPELERIA MUKY,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-muky-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964533115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PAPELERIA BROCH,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-broch-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964526655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PAPELERIA RUBERT,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-rubert-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964523357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
KIOSCOS AVENIDA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/kioscos-avenida-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964524476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
ELS COLORINS D'ANA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/els-colorins-ana-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964537593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
KIOSCO EL SEDRE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/kiosco-sedre,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964536345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
JOYERIA DAVID MARTIN NAVARRO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-david-martin-navarro,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964527360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
RUBERT SELECCIO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/rubert-seleccio,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964525427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
D'ARGENT,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/argent,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964524548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
RELOJERIA JOYERIA PUIG,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/relojeria-joyeria-puig,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964521627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
ALEJANDRO JOYERIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/alejandro-joyeria,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964537401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
JOYERIA MAJOR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-major,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964523010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
AMOROS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/amoros,finanzas y gestion,servicios inmobiliarios,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
FOTOCINE RUZAFA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/fotocine-ruzafa-2,"informatica, imagen y sonido",fotografia,-1,964522898,-1,-1,-1,-1,www.lorenzoruzafa.com/,-1,-1,-1,-1,-1,-1,Vila-real
BAR HERMINIO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/bar-herminio,hosteleria y turismo,bar-cafeteria,-1,964521932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TOT LLUM LA PLANA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tot-lllum-plana,hogar y decoracion,hogar y decoracion en general,-1,964538728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
FLORISTERIA IKEBANA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/floristeria-ikebana,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,964521697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
FLORISTERIA SIGNIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/floristeria-signia,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,964520119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
SERVICOLOR,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/servicolor-2,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964526865,-1,-1,-1,-1,servicolor.com/,-1,-1,-1,-1,-1,-1,Vila-real
SALAZONES CABEDO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/salazones-cabedo-2,alimentacion,encurtidos / frutos secos / aperitivos,-1,964528033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PINAZO BONACHO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/pinazo-bonacho,alimentacion,alimentacion en general,-1,964524581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
NATA I XOCOLATE,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/nata-i-xocolate,alimentacion,pan y pasteleria,-1,964836226,-1,-1,-1,-1,www.nataixocolate.com/home.html,-1,-1,-1,-1,-1,-1,Vila-real
HELADERIA HORCHATERIA LA MURA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/heladeria-horchateria-mura,hosteleria y turismo,heladeria-horchateria,-1,964521311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
SALAZONES CAMISONES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/salazones-camisones-2,alimentacion,encurtidos / frutos secos / aperitivos,-1,964520387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
NOVOPRIX,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/novoprix,alimentacion,alimentacion en general,-1,964538435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
EL PEATON VIDEOPRODUCCIONS S.L.,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/el-peaton-videoproduccions-sl,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964055397,-1,-1,-1,-1,www.elpeaton.es,-1,-1,-1,-1,-1,-1,Vila-real
CLINICA DENTAL DOCTORA AYET,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/clinica-dental-doctora-ayet-2,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,964523452,-1,-1,-1,-1,www.clinicaayet.com,-1,-1,-1,-1,-1,-1,Vila-real
VILADENTAL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/viladental-2,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,964535971,-1,-1,-1,-1,www.viladental.es,-1,-1,-1,-1,-1,-1,Vila-real
PRODUCCIONS SCURA S.L.,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/produccions-scura-sl,"ocio, deportes y aficiones","cines, teatros y espectaculos",-1,-1,667741345,-1,-1,-1,www.scuraweb.com,-1,-1,-1,-1,-1,-1,Vila-real
TALKTOME SCHOOL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/talktome-school,servicios,"servicios de formacion (autoescuelas, academias...)",-1,964525665,-1,-1,-1,-1,www.talktomeschool.com,-1,-1,-1,-1,-1,-1,Vila-real
LA TENDA DE MARIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/la-tenda-maria,servicios,servicios profesionales,-1,-1,-1,-1,-1,-1,www.latendademaria.com,-1,-1,-1,-1,-1,-1,Vila-real
VOLS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/vols,moda y complementos,moda y complementos en general,-1,964521513,-1,-1,-1,-1,www.esencia.volsgroup.com,-1,-1,-1,-1,-1,-1,Vila-real
ESPORT-2,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/esport2-2,"ocio, deportes y aficiones",material deportivo,-1,-1,-1,-1,-1,-1,esport2.es/,-1,-1,-1,-1,-1,-1,Vila-real
LARTESANA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/lartesana,alimentacion,alimentacion en general,-1,964539128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
BB BABY SHOP,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/bb-baby-shop,moda y complementos,moda infantil y puericultura,-1,964522286,-1,-1,-1,-1,www.babyshoptienda.com,-1,-1,-1,-1,-1,-1,Vila-real
EMPAPERART,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/empaperart,hogar y decoracion,hogar y decoracion en general,-1,-1,685970523,-1,-1,-1,www.empaperart.com,-1,-1,-1,-1,-1,-1,Vila-real
LA PANTERA GROGA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/la-pantera-groga,"ocio, deportes y aficiones",tienda de articulos eroticos/sex shop,-1,964785327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
TEC-IDIOMES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/tecidiomes,servicios,"servicios de formacion (autoescuelas, academias...)",-1,964534034,-1,-1,-1,-1,www.tec-idiomes.com,-1,-1,-1,-1,-1,-1,Vila-real
MANUS QUIROMASSATGISTA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/manus-quiromassatgista-2,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,671346441,-1,-1,-1,www.manusquiromassatgista.com/,-1,-1,-1,-1,-1,-1,Vila-real
ESCAPAT,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/escapat,servicios,agencias de viaje,-1,964785115,-1,-1,-1,-1,www.escapatviatges.com,-1,-1,-1,-1,-1,-1,Vila-real
SAO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/sao,servicios,servicios profesionales,-1,-1,-1,-1,-1,-1,www.saopaisatgisme.com,-1,-1,-1,-1,-1,-1,Vila-real
CALZADOS PRIETO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/calzados-prieto,moda y complementos,"zapatos, bolsos y complementos",-1,964524264,-1,-1,-1,-1,www.portalcomerciante.com,-1,-1,-1,-1,-1,-1,Vila-real
PASTELERIA ARRABAL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/pasteleria-arrabal-2,alimentacion,pan y pasteleria,-1,964520134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
BRICKFIELD CENTRE DIDIOMES,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/brickfield-centre-idiomes,servicios,"servicios de formacion (autoescuelas, academias...)",-1,965532445,-1,-1,-1,-1,www.brickfieldidiomas.com/,-1,-1,-1,-1,-1,-1,Vila-real
CIBERPAPEL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/ciberpapel-2,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964533844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
INFORTECNICS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/infortecnics,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,964788274,-1,-1,-1,-1,www.infortecnics.es/,-1,-1,-1,-1,-1,-1,Vila-real
VILA-MARC,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/vilamarc-2,hogar y decoracion,cuadros y enmarcaciones,-1,964537121,-1,-1,-1,-1,www.vila-marc.com,-1,-1,-1,-1,-1,-1,Vila-real
CARTECH TUNING,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/cartech-tuning,vehiculos,mantenimiento y reparacion de vehiculos,-1,964520669,-1,-1,-1,-1,www.cartech-tuning.com / www.cartech-tuning.es,-1,-1,-1,-1,-1,-1,Vila-real
NOVOA USO CORREDURIA SEGUROS,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/novoa-uso-correduria-seguros-2,finanzas y gestion,seguros,-1,964532790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
JOSE LUIS PEREZ FOTOGRAFO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/jose-luis-perez-fotografo-2,"informatica, imagen y sonido",fotografia,-1,964522433,-1,-1,-1,-1,www.joseluisperez.eu,-1,-1,-1,-1,-1,-1,Vila-real
DEBORA SANTOS. CENTRO DE ESTETICA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/debora-santos-centro-estetica,salud y belleza,peluquerias y salones de belleza,-1,964033492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
OPTICA VILA-REAL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/optica-vilareal-2,salud y belleza,opticas,-1,964531368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
FOTO VIDEO LLEDO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/foto-video-lledo-4,"informatica, imagen y sonido",fotografia,-1,964521313,-1,-1,-1,-1,www.fotolledo.com,-1,-1,-1,-1,-1,-1,Vila-real
FINCAS SEFER,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/fincas-sefer,finanzas y gestion,servicios inmobiliarios,-1,946521017,-1,-1,-1,-1,www.fincassefer.com,-1,-1,-1,-1,-1,-1,Vila-real
VILA-REAL COMUNICACION ID,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/vilareal-comunicacion-id,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964530981,-1,-1,-1,-1,www.revistapoble.net,-1,-1,-1,-1,-1,-1,Vila-real
CARNICERIA BOU,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-bou,alimentacion,carnes / embutidos / huevos,-1,964520271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
MODAS MOTA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/modas-mota,moda y complementos,moda y complementos en general,-1,964539089,-1,-1,-1,-1,www.modasmota.com,-1,-1,-1,-1,-1,-1,Vila-real
Fruites i Verdures Moreno,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/fruites-i-verdures-moreno-2,alimentacion,frutas y verduras,-1,964055340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
EXPOANIMALIA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/expoanimalia-2,"flores, jardineria y animales",mascotas y accesorios,-1,964861051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
FISIOTERAPIA A DOMICILI JUAN LINANA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/fisioterapia-domicili-juan-linana-2,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,-1,696793495,-1,-1,-1,www.fisioterapiadomicili.com,-1,-1,-1,-1,-1,-1,Vila-real
LAMPISTERIA GIL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/lampisteria-gil,hogar y decoracion,iluminacion,-1,964522701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vila-real
PARVULARIO BABISOL,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/parvulario-babisol,moda y complementos,moda infantil y puericultura,-1,964530514,-1,-1,-1,-1,www.parvularibabisol.com,-1,-1,-1,-1,-1,-1,Vila-real
VILLALBA INTERIORISMO,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/villalba-interiorismo,hogar y decoracion,hogar y decoracion en general,-1,964523264,-1,-1,-1,-1,www.villalbainteriorismo.com,-1,-1,-1,-1,-1,-1,Vila-real
L'ERMITA,https://vila-real.comercioscomunitatvalenciana.com/es/comercios/view/ermita,servicios,servicios profesionales,-1,-1,656796520,-1,-1,-1,www.lermita.es,-1,-1,-1,-1,-1,-1,Vila-real
